Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission
Skoda;Superb;Combi 2.0 TDI Green tec DSG Exclusive;Abstandswarner, Allrad, Ambientebeleuchtung, Sportfahrwerk, Anhängerkupplung, Elektrische Sitze, Scheinwerferreinigung, Touchscreen;€ 13.240,-;Sehr guter Preis;124.500 km;Automatik;09/2015;Diesel;125 kW (170 PS);5,2 l/100 km;138 g/km
Land Rover;Range Rover Evoque;2.2 Td4*Meridian*AHK*Tempomat;Allrad, Elektrische Sitze, Navigationssystem, Anhängerkupplung, Touchscreen, Beifahrerairbag, Allwetterreifen, Bi-Xenon Scheinwerfer;€ 11.950,-;Sehr guter Preis;187.386 km;Schaltgetriebe;04/2015;Diesel;110 kW (150 PS);5,7 l/100 km;151 g/km
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *2093;Beifahrerairbag, Start/Stop-Automatik, Schiebetür rechts, Radio, Notrad, Traktionskontrolle, Katalysator, Elektr. Fensterheber;€ 7.988,-;Sehr guter Preis;210.000 km;Schaltgetriebe;04/2014;Diesel;74 kW (101 PS);nan;nan
Volvo;XC70;D5 5 Zyl Momen AWD LEDER+MEMO+NAV+AHK+XEN+;Allrad, Sommerreifen, Fahrerairbag, Sprachsteuerung, Elektrische Sitze, Multifunktionslenkrad, Sitzheizung, Beifahrerairbag;€ 10.550,-;Sehr guter Preis;261.858 km;Schaltgetriebe;09/2012;Diesel;158 kW (215 PS);5,6 l/100 km;148 g/km
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *1495;Beifahrerairbag, Start/Stop-Automatik, Schiebetür rechts, Fahrerairbag, Traktionskontrolle, Notrad, Zentralverriegelung mit Funkfernbedienung, Elektr. Fensterheber;€ 10.988,-;Sehr guter Preis;138.000 km;Schaltgetriebe;12/2014;Diesel;74 kW (101 PS);nan;nan
Volkswagen;Touran;Comfortline Navi,SH,PDC,Standheizung;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 11.300,-;Sehr guter Preis;188.220 km;Schaltgetriebe;11/2015;Diesel;110 kW (150 PS);4,5 l/100 km;118 g/km
Mazda;CX-5;Sports-Line AWD *SHZ/NAVI/AHK/PDC*;Allrad, Bluetooth, Sitzheizung, Getönte Scheiben, Isofix, Sommerreifen, Anhängerkupplung, Einparkhilfe Sensoren vorne;€ 8.990,-;Guter Preis;160.000 km;Schaltgetriebe;01/2014;Diesel;129 kW (175 PS);5,2 l/100 km;138 g/km
Jaguar;XF;20d R-Sport Automatik EU6 Leder Navi Xenon Pano PD;Finanzierung ab 5,99%;€ 12.350,-;Fairer Preis;197.000 km;Automatik;10/2015;Diesel;132 kW (179 PS);nan;nan
Mercedes-Benz;B 180;CDI, 1.Hand, Navi, Klimaautom., Sitzheiz.;Berganfahrassistent, Lederlenkrad, Einparkhilfe Sensoren vorne, Getönte Scheiben, Einparkhilfe selbstlenkendes System, 2-Zonen-Klimaautomatik, Start/Stop-Automatik, Sommerreifen;€ 8.950,-;Sehr guter Preis;158.500 km;Schaltgetriebe;02/2015;Diesel;80 kW (109 PS);4,4 l/100 km;117 g/km
Chevrolet;Captiva;2.4 LT 2WD,  7 Sitzer;Alufelgen, Sitzheizung, Sommerreifen, Radio, Fahrerairbag, Wegfahrsperre, Bluetooth, ESP;€ 5.850,-;Guter Preis;124.000 km;Schaltgetriebe;08/2012;Benzin;123 kW (167 PS);8,9 l/100 km;211 g/km
Ford;Focus;Business  HU, Wartung,Reifen neu!;Tempomat, Pannenkit, Verkehrszeichenerkennung, Einparkhilfe Sensoren hinten, Sitzheizung, Navigationssystem, Seitenairbag, Klimaanlage;€ 6.600,-;Sehr guter Preis;122.006 km;Schaltgetriebe;06/2016;Benzin;74 kW (101 PS);4,6 l/100 km;109 g/km
Mercedes-Benz;C 250;C -Klasse Coupe C 250 CDI BlueEfficiency;Sportfahrwerk, Wegfahrsperre, Spurhalteassistent, Navigationssystem, Sportsitze, Freisprecheinrichtung, Multifunktionslenkrad, Soundsystem;€ 12.900,-;Guter Preis;214.000 km;Automatik;06/2014;Diesel;150 kW (204 PS);4,9 l/100 km;130 g/km
Volkswagen;Touran;2.0 TDI, 7 Sitze, Panorama-Schiebedach;Tempomat, Navigationssystem, Alufelgen, Schiebedach, Panoramadach, Allwetterreifen, Klimaautomatik, Radio;€ 12.780,-;Sehr guter Preis;131.626 km;Schaltgetriebe;12/2015;Diesel;103 kW (140 PS);nan;nan
Skoda;Yeti;Elegance 4x4 AHK Bi-Xenon Klimaaut Einparkhilfe Ku;Allrad, Sitzheizung, Anhängerkupplung, Xenonscheinwerfer, Navigationssystem, Alufelgen, Einparkhilfe Sensoren vorne, Bi-Xenon Scheinwerfer;€ 12.770,-;Sehr guter Preis;67.009 km;Schaltgetriebe;06/2013;Benzin;118 kW (160 PS);nan;nan
Mercedes-Benz;Sprinter;II 316 CDI Hoch+Lang*Klima*L2-H2*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 11.500,-;Sehr guter Preis;260.000 km;Schaltgetriebe;10/2014;Diesel;120 kW (163 PS);8,0 l/100 km;212 g/km
Mercedes-Benz;Viano;2.2 CDI lang *AHK*CARPLAY*TEMP*PDC*KLIMA*;Schiebetür rechts, Beifahrerairbag, Getönte Scheiben, Sitzheizung, Alufelgen, Anhängerkupplung, Bluetooth, Isofix;€ 17.499,-;Sehr guter Preis;210.681 km;Automatik;03/2013;Diesel;120 kW (163 PS);7,4 l/100 km;196 g/km
Toyota;Aygo;Cool - Klima 5 Türer;Klimaanlage, Elektr. Fensterheber, Radio, Seitenairbag, Gepäckraumabtrennung, teilb. Rücksitzbank, Fahrerairbag, Zentralverriegelung;€ 4.910,-;Guter Preis;95.117 km;Schaltgetriebe;06/2012;Benzin;50 kW (68 PS);nan;nan
Nissan;Juke;Visia Plus 1.6 Klima Radio Allwetter AHK;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 5.490,-;Fairer Preis;185.000 km;Schaltgetriebe;09/2014;Benzin;69 kW (94 PS);6,0 l/100 km;138 g/km
BMW;X5;xDrive30d   NAVI   Xenon   AHK   Kamera;Sportsitze, Anhängerkupplung, Einparkhilfe Kamera, Spoiler, Einparkhilfe Sensoren vorne, Spurhalteassistent, Elektrische Heckklappe, Ambientebeleuchtung;€ 21.500,-;Sehr guter Preis;179.450 km;Automatik;05/2015;Diesel;190 kW (258 PS);5,9 l/100 km;156 g/km
Volkswagen;Passat Variant;2.0 TDI BlueMotion Technology Highline;Start/Stop-Automatik, Gepäckraumabtrennung, Lordosenstütze, Einparkhilfe Sensoren hinten, Bi-Xenon Scheinwerfer, Isofix, Alufelgen, Sitzheizung;€ 6.940,-;Sehr guter Preis;237.712 km;Schaltgetriebe;01/2012;Diesel;103 kW (140 PS);nan;nan
Audi;A3;2.0 TDI Sport-Sitze*XENON*NAVI*Sitzhzg*PDC*;Sportfahrwerk, Sportpaket, Freisprecheinrichtung, USB, Sitzheizung, LED-Tagfahrlicht, Müdigkeitswarnsystem, Sportsitze;Guter Preis;Guter Preis;178.000 km;Schaltgetriebe;01/2014;Diesel;110 kW (150 PS);4,1 l/100 km;109 g/km
SEAT;Ibiza;SC Reference Salsa;Fahrerairbag, Klimaanlage, Beifahrerairbag, Pannenkit, Wegfahrsperre, Elektr. Fensterheber, ESP, Seitenairbag;€ 4.199,-;Sehr guter Preis;139.100 km;Schaltgetriebe;08/2013;Benzin;63 kW (86 PS);5,9 l/100 km;140 g/km
Maserati;Levante;Diesel Panorama, Memory, Scheckheft,;Inzahlungnahme, Finanzierung ohne Anzahlung, Top Preise;€ 25.990,-;Sehr guter Preis;167.000 km;Automatik;10/2016;Diesel;202 kW (275 PS);8,3 l/100 km;220 g/km
Peugeot;5008;Allure 1.6 Blue-HDI Navi Panorama 7-Sitzer;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 9.990,-;Fairer Preis;165.000 km;Automatik;11/2016;Diesel;88 kW (120 PS);4,4 l/100 km;114 g/km
Fiat;Panda;1.2 Young Klimaanlage Radio Allwetterreifen Euro 6;Klimaanlage, Radio, Elektr. Fensterheber, Kopfairbag, Bluetooth, Allwetterreifen, Isofix, E10-geeignet;€ 5.890,-;Guter Preis;92.400 km;Schaltgetriebe;11/2014;Benzin;51 kW (69 PS);nan;nan
Renault;Megane;Play/ALLWETTER/AHK/SEHR SAUBER;Touchscreen, Anhängerkupplung, Beifahrerairbag, ABS, Armlehne, Reifendruckkontrollsystem, Elektrische Seitenspiegel, Tempomat;€ 7.000,-;Sehr guter Preis;104.000 km;Schaltgetriebe;04/2018;Benzin;74 kW (101 PS);5,4 l/100 km;120 g/km
Volkswagen;Tiguan;2.0 TDI Trend & Fun BMT / PDC / SHZ;Touchscreen, Start/Stop-Automatik, Sitzheizung, Einparkhilfe Sensoren vorne, Einparkhilfe Kamera, Fahrerairbag, Einparkhilfe Sensoren hinten, Alufelgen;€ 11.490,-;Guter Preis;162.522 km;Schaltgetriebe;01/2015;Diesel;81 kW (110 PS);5,3 l/100 km;139 g/km
Nissan;Micra;Micra Visia First 1.2;Klimaanlage, Katalysator, ESP, Fahrerairbag, Wegfahrsperre, USB, CD, Kopfairbag;€ 5.990,-;Sehr guter Preis;57.700 km;Schaltgetriebe;04/2014;Benzin;59 kW (80 PS);nan;nan
Opel;Vivaro;8042;Behindertengerecht, Schiebetür rechts, Lederlenkrad, Radio;€ 10.988,-;Sehr guter Preis;72.484 km;Schaltgetriebe;12/2014;Diesel;66 kW (90 PS);nan;nan
SEAT;Ibiza;Style EcoTSI Tempomat Bluetooth Aux-In USB Tel.-Vo;Klimaautomatik, Multifunktionslenkrad, Katalysator, Seitenairbag, Tempomat, Reifendruckkontrollsystem, Nebelscheinwerfer, Pannenkit;€ 7.500,-;Sehr guter Preis;133.482 km;Schaltgetriebe;02/2017;Benzin;81 kW (110 PS);nan;nan
Renault;Kadjar;1.5 dCi 110 Bose Edition ENERGY;Sitzheizung, LED-Scheinwerfer, Beifahrerairbag, Isofix, Verkehrszeichenerkennung, Navigationssystem, Alufelgen, Geschwindigkeits-begrenzungsanlage;€ 10.990,-;Sehr guter Preis;150.000 km;Automatik;08/2016;Diesel;81 kW (110 PS);nan;nan
BMW;X5;xDrive 40 d Panoramadach;Start/Stop-Automatik, Schaltwippen, Panoramadach, Reifendruckkontrollsystem, Spurhalteassistent, Sprachsteuerung, Sommerreifen, Schlüssellose Zentralverriegelung;€ 24.400,-;Guter Preis;165.758 km;Halbautomatik;03/2014;Diesel;230 kW (313 PS);6,9 l/100 km;183 g/km
Opel;Mokka;1.4 Turbo ecoFLEX Start/Stop Edition;Meistergeprüft;€ 9.910,-;Sehr guter Preis;77.350 km;Schaltgetriebe;04/2014;Benzin;103 kW (140 PS);nan;nan
Nissan;Qashqai+2;1.6 dCi *1.HAND*7SITZ*NAVI*PANO*360°*;Navigationssystem, Panoramadach, Beifahrerairbag, Einparkhilfe Sensoren vorne, Sommerreifen, 2-Zonen-Klimaautomatik, Regensensor, Bluetooth;€ 9.990,-;Guter Preis;138.500 km;Schaltgetriebe;06/2012;Diesel;96 kW (131 PS);4,7 l/100 km;123 g/km
Volkswagen;Tiguan;1.4 TSI BlueMotion Technology Trend & Fun;Alufelgen, Anhängerkupplung, Isofix, Gepäckraumabtrennung, Airbag hinten, Einparkhilfe Sensoren vorne, Armlehne, Wegfahrsperre;€ 9.960,-;Guter Preis;138.436 km;Schaltgetriebe;06/2015;Benzin;90 kW (122 PS);nan;nan
Nissan;Qashqai;Tekna 4x4 Navigation 8-fach;Allrad, Sitzheizung, LED-Scheinwerfer, Panoramadach, Navigationssystem, Beifahrerairbag, Elektrische Sitze, Radio;€ 11.800,-;Sehr guter Preis;109.000 km;Schaltgetriebe;05/2015;Diesel;96 kW (131 PS);4,9 l/100 km;129 g/km
BMW;320;d / BI-XENON / S-DACH / LEDER / HEAD UP;Navigationssystem, Schiebedach, Head-up display, Bi-Xenon Scheinwerfer, Multifunktionslenkrad, Einparkhilfe Sensoren hinten, Sitzheizung, Einparkhilfe Sensoren vorne;€ 16.490,-;Guter Preis;95.958 km;Automatik;02/2012;Diesel;135 kW (184 PS);4,5 l/100 km;119 g/km
Volkswagen;Golf;VI Cabriolet *PDC*AHK*BI-XENON*NAVI*;Navigationssystem, Standheizung, LED-Tagfahrlicht, Zentralverriegelung, Soundsystem, Einparkhilfe Sensoren vorne, Einparkhilfe Sensoren hinten, ESP;€ 6.599,-;Fairer Preis;202.673 km;Schaltgetriebe;01/2012;Benzin;90 kW (122 PS);6,4 l/100 km;149 g/km
Mercedes-Benz;B 180;CDI Navi/ PDC/ NSW/ SHZ;Fahrerairbag, Beifahrerairbag, Alufelgen, Sitzheizung, Navigationssystem, Start/Stop-Automatik, Einparkhilfe Sensoren hinten, Wegfahrsperre;€ 8.750,-;nan;103.783 km;Automatik;08/2013;Diesel;80 kW (109 PS);4,6 l/100 km;122 g/km
SEAT;Leon;1.2 TSI SCHECKHEFT,2.HAND,TEMPOMAT,KLIMA;Fahrerairbag, Beifahrerairbag, LED-Tagfahrlicht, Alufelgen, Start/Stop-Automatik, Bluetooth, Reifendruckkontrollsystem, Touchscreen;€ 6.880,-;Guter Preis;129.000 km;Schaltgetriebe;03/2013;Benzin;77 kW (105 PS);4,9 l/100 km;116 g/km
Renault;Espace;V Intens Energy dCi 160*7Sitzer*AT Motor bei 90tkm;Schiebedach, Klimaanlage, Soundsystem, Voll-LED Scheinwerfer, Elektrische Heckklappe, Anhängerkupplung, Verkehrszeichenerkennung, 2-Zonen-Klimaautomatik;€ 12.950,-;Guter Preis;166.000 km;Automatik;11/2015;Diesel;118 kW (160 PS);4,7 l/100 km;123 g/km
Dacia;Logan;Prestige MCV 1.5 dCi ~ Navi ~ MFL~ PDC~;Klimaanlage, Fahrerairbag, Dachreling, Allwetterreifen, Tempomat, Alufelgen, Elektr. Fensterheber, Navigationssystem;€ 7.999,-;Guter Preis;83.000 km;Schaltgetriebe;04/2016;Diesel;66 kW (90 PS);3,8 l/100 km;101 g/km
SEAT;Leon;FR 1,4l TSI+NAVI+LED+SHZ+PDC;Navigationssystem, Einparkhilfe, LED, Sitzheizung;Guter Preis;Guter Preis;138.388 km;Schaltgetriebe;09/2014;Benzin;110 kW (150 PS);4,7 l/100 km;nan
Opel;Corsa;INNOVATION 1.4 TURBO(ecoFlex) S&S +S/LHZ++;Sitzheizung, Alufelgen, Beheizbares Lenkrad, Katalysator, Geschwindigkeits-begrenzungsanlage, Xenonscheinwerfer, USB, MP3;€ 8.490,-;Sehr guter Preis;66.180 km;Schaltgetriebe;04/2016;Benzin;74 kW (101 PS);nan;nan
Ford;Focus;Turnier 1.6 TDCI DPF;USB, Fahrerairbag, Standheizung, Klimaanlage, Wegfahrsperre, Zentralverriegelung, Elektr. Fensterheber, Start/Stop-Automatik;€ 2.600,-;Guter Preis;309.750 km;Schaltgetriebe;11/2012;Diesel;70 kW (95 PS);4,5 l/100 km;119 g/km
Opel;Mokka X;1.6 CDTI Automatik Navi Color Innovation;Einparkhilfe Kamera, Sommerreifen, Einparkhilfe Sensoren vorne, Sitzheizung, LED-Scheinwerfer, Alufelgen, Kurvenlicht, Navigationssystem;€ 10.880,-;Sehr guter Preis;101.266 km;Automatik;06/2017;Diesel;100 kW (136 PS);nan;nan
Mercedes-Benz;CLS 350;CDI*AMG-SPORT PAKET*TÜV neu;Sportpaket, Soundsystem, Sportfahrwerk, Radio, Sportsitze, LED-Scheinwerfer, Alufelgen, Sitzheizung;€ 18.990,-;Sehr guter Preis;174.128 km;Automatik;03/2015;Diesel;195 kW (265 PS);6,1 l/100 km;162 g/km
SEAT;Ibiza;5trg Style Klimaauto*Navi*PDC*Sitzhzg*Alu;Sitzheizung, E10-geeignet, Klimaanlage, Navigationssystem, Lederlenkrad, Bluetooth, Klimaautomatik, Wegfahrsperre;€ 7.490,-;Guter Preis;74.490 km;Schaltgetriebe;04/2014;Benzin;51 kW (69 PS);5,4 l/100 km;128 g/km
Opel;Astra;1.4 Turbo Aut. Allwetter Pdc Navi Shz Lhz;Bi-Xenon Scheinwerfer, Einparkhilfe Sensoren vorne, Navigationssystem, Einparkhilfe Sensoren hinten, LED-Tagfahrlicht, 2-Zonen-Klimaautomatik, Sportfahrwerk, Xenonscheinwerfer;€ 10.990,-;Sehr guter Preis;51.293 km;Automatik;09/2012;Benzin;103 kW (140 PS);6,6 l/100 km;154 g/km
Audi;Q5;3.0 TDI  quattro OFFROAD / BI-XENON / AHK;Sitzheizung, Navigationssystem, Schaltwippen, Elektrische Sitze, Standheizung, Anhängerkupplung, Einparkhilfe Sensoren hinten, Multifunktionslenkrad;€ 14.990,-;Guter Preis;213.172 km;Automatik;01/2013;Diesel;180 kW (245 PS);6,4 l/100 km;170 g/km
Volkswagen;Touran;Trendline kompl.umklap.Rücks.Bank/HU neu;Alufelgen, Klimaanlage, Isofix, Radio, Gepäckraumabtrennung, Lederlenkrad, Wegfahrsperre, Seitenairbag;€ 8.490,-;Guter Preis;114.923 km;Schaltgetriebe;11/2012;Benzin;77 kW (105 PS);6,4 l/100 km;149 g/km
Audi;Q7;3.0 TFSI QUATTRO NAVI+LED+AHK+R.KAMERA+LEDER;Sommerreifen, Sitzheizung, Kurvenlicht, Alufelgen, Allrad, Armlehne, Scheinwerferreinigung, Bluetooth;€ 17.998,-;Guter Preis;140.000 km;Automatik;06/2012;Benzin;200 kW (272 PS);10,7 l/100 km;254 g/km
Skoda;Octavia;1.6 TDI DSG Ambition NAVI/AHK*;Alufelgen, Bordcomputer, Touchscreen, Anhängerkupplung, Einparkhilfe Sensoren vorne, Sommerreifen, USB, Einparkhilfe Sensoren hinten;€ 8.990,-;Guter Preis;174.200 km;Automatik;12/2016;Diesel;81 kW (110 PS);nan;nan
Mazda;CX-5;Sports-Line AWD*Tempomat*RfK*LED;Fahrerairbag, Sportpaket, Einparkhilfe Kamera, Elektrische Sitze, LED-Scheinwerfer, Beifahrerairbag, Totwinkel-Assistent, Allrad;€ 10.590,-;Sehr guter Preis;178.632 km;Automatik;11/2015;Diesel;129 kW (175 PS);5,5 l/100 km;144 g/km
Volkswagen;Caddy;Alltrack 4x4*Behindertengerecht am Lenkrad;Behindertengerecht, Allrad, Schiebetür links, Schiebetür rechts, Sitzheizung, Standheizung, Beifahrerairbag, Isofix;€ 14.900,-;nan;246.767 km;Automatik;02/2019;Diesel;110 kW (150 PS);5,6 l/100 km;148 g/km
Opel;Adam;Turbo *HU NEU*;Bordcomputer, Alufelgen, Sportfahrwerk, Tempomat, Bluetooth, Touchscreen, Radio, Pannenkit;€ 6.799,-;Guter Preis;147.000 km;Schaltgetriebe;11/2014;Benzin;85 kW (116 PS);4,3 l/100 km;116 g/km
Audi;A3;Sportback S-Line Automatik*LED*Navi*SHZ;Elektrische Sitze, Multifunktionslenkrad, Navigationssystem, Sitzheizung, LED-Scheinwerfer, Getönte Scheiben, Scheinwerferreinigung, LED-Tagfahrlicht;€ 15.480,-;Sehr guter Preis;85.850 km;Automatik;04/2015;Benzin;132 kW (179 PS);4,4 l/100 km;116 g/km
Mercedes-Benz;A 180;AUTOMATIK LEDER PDC NAVI *TEXT LESEN*;Einparkhilfe Sensoren hinten, Sportpaket, Navigationssystem, Beifahrerairbag, Alufelgen, Ambientebeleuchtung, Einparkhilfe Sensoren vorne, Sitzheizung;€ 9.990,-;Sehr guter Preis;145.006 km;Automatik;07/2014;Benzin;90 kW (122 PS);5,5 l/100 km;130 g/km
Audi;A3;Sportback S-Line Automatik*LED*Navi*SHZ;Elektrische Sitze, Multifunktionslenkrad, Navigationssystem, Sitzheizung, LED-Scheinwerfer, Getönte Scheiben, Scheinwerferreinigung, LED-Tagfahrlicht;€ 15.480,-;Sehr guter Preis;85.850 km;Automatik;04/2015;Benzin;132 kW (179 PS);4,4 l/100 km;116 g/km
BMW;118;i Advantage Aut. *LED*NAVI*PDC*TEMPOMAT*;LED-Scheinwerfer, Navigationssystem, Sitzheizung, Sprachsteuerung, LED-Tagfahrlicht, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Reifendruckkontrollsystem;€ 11.799,-;Sehr guter Preis;139.056 km;Automatik;02/2017;Benzin;100 kW (136 PS);5,1 l/100 km;119 g/km
Mercedes-Benz;B 180;Aut. Style*LED*NAVI*AHK*PDC*;Elektrische Seitenspiegel, Anhängerkupplung, Sitzheizung, Sportpaket, Alufelgen, Navigationssystem, Multifunktionslenkrad, Lederlenkrad;€ 13.900,-;Sehr guter Preis;82.000 km;Automatik;03/2015;Benzin;90 kW (122 PS);5,6 l/100 km;132 g/km
Mazda;6;2.2 SKYACTIV-D Sports-Line;Skisack, Xenonscheinwerfer, Airbag hinten, Lichtsensor, Sitzheizung, USB, Alufelgen, Beifahrerairbag;€ 10.550,-;Fairer Preis;147.000 km;Schaltgetriebe;05/2014;Diesel;129 kW (175 PS);nan;nan
Dacia;Logan;MCV II Kombi Laureate*AUTOM.*NAVI*TÜV NEU*;Klimaanlage, Alufelgen, Anhängerkupplung, Beifahrerairbag, Elektrische Seitenspiegel, Tempomat, Navigationssystem, Getönte Scheiben;€ 6.900,-;Guter Preis;157.000 km;Automatik;07/2017;Diesel;66 kW (90 PS);3,6 l/100 km;92 g/km
Volkswagen;Touran;Comfortline 2.0 TDI DSG LED KAMERA ALU APS SITZHZG;LED-Scheinwerfer, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Getönte Scheiben, Sitzheizung, Dachreling, Kurvenlicht, Alufelgen;€ 12.988,-;Sehr guter Preis;228.600 km;Automatik;08/2020;Diesel;110 kW (150 PS);5,6 l/100 km;1 g/km
Mercedes-Benz;Vito;116 CDI lang 9. Sitzer Navi Klima Kamera;Schiebetür, Getönte Scheiben, Start/Stop-Automatik, Alufelgen, Beifahrerairbag, Raucherpaket, Elektrische Seitenspiegel, Allwetterreifen;€ 14.950,-;Fairer Preis;164.000 km;Schaltgetriebe;05/2012;Diesel;120 kW (163 PS);nan;nan
Mercedes-Benz;E 220;Edition E BlueTec 4Matic+LEDER+NAVI+LED+;Allrad, Schiebedach, Elektrische Sitze, Sitzheizung, LED-Scheinwerfer, Einparkhilfe Sensoren vorne, Fahrerairbag, Freisprecheinrichtung;€ 15.990,-;Fairer Preis;193.322 km;Automatik;03/2015;Diesel;125 kW (170 PS);5,3 l/100 km;140 g/km
Fiat;500;Lounge  CABRIO;Einparkhilfe Sensoren hinten, Alufelgen, Reifendruckkontrollsystem, Lederlenkrad, Elektrische Seitenspiegel, Nebelscheinwerfer, Schiebedach, Elektr. Fensterheber;€ 6.849,-;Guter Preis;112.500 km;Schaltgetriebe;10/2015;Benzin;51 kW (69 PS);4,9 l/100 km;115 g/km
Peugeot;2008;1.2 12V VTi / PureTech 82 Active *LED*PDC;Pannenkit, Sitzheizung, Touchscreen, Dachreling, Beifahrerairbag, Einparkhilfe Sensoren hinten, Elektrische Seitenspiegel, Wegfahrsperre;€ 6.993,-;Guter Preis;106.462 km;Schaltgetriebe;07/2015;Benzin;60 kW (82 PS);nan;nan
Mercedes-Benz;Vito;119 CDI Aut. 4MATIC lang-8Si.-Navi-Kamera-;Schiebetür rechts, Einparkhilfe Kamera, Allrad, Seitenairbag, Beifahrerairbag, Reifendruckkontrollsystem, Isofix, Getönte Scheiben;€ 22.900,-;Sehr guter Preis;199.900 km;Automatik;08/2016;Diesel;140 kW (190 PS);5,8 l/100 km;nan
Mercedes-Benz;GLK 220;CDI 4MATIC 7G-Tr. AMG *AHK*PANO*KAMERA*MB-SCHECKH.;Sportpaket, Sportfahrwerk, 3-Zonen-Klimaautomatik, Anhängerkupplung, Einparkhilfe selbstlenkendes System, Elektrische Heckklappe, Sitzheizung, Einparkhilfe Kamera;€ 19.900,-;Fairer Preis;158.000 km;Automatik;10/2014;Diesel;125 kW (170 PS);6,2 l/100 km;161 g/km
Opel;Insignia;ST OPC UNLIMITED 2.8 V6 4x4, AHK, Pano, BOSE, ACC;Innenspiegel automatisch abblendend, Tempomat, Sportfahrwerk, Apple CarPlay, Klimaanlage, Sommerreifen, Panoramadach, Touchscreen;€ 14.980,-;Sehr guter Preis;127.600 km;Automatik;01/2017;Benzin;239 kW (325 PS);11,0 l/100 km;253 g/km
Nissan;Qashqai;1.6 360° Pano;Alufelgen, Bluetooth, Radio, Beifahrerairbag, Fahrerairbag, Geschwindigkeits-begrenzungsanlage, Navigationssystem, Getönte Scheiben;€ 8.900,-;Guter Preis;127.987 km;Schaltgetriebe;01/2014;Benzin;86 kW (117 PS);6,2 l/100 km;147 g/km
Skoda;Superb;Combi Style 2.0 TDI DSG AHK EXPORT;Elektrische Sitze, Alufelgen, Apple CarPlay, Bi-Xenon Scheinwerfer, Sitzheizung, Beifahrerairbag, USB, Elektrische Seitenspiegel;€ 14.900,-;Sehr guter Preis;157.900 km;Automatik;04/2017;Diesel;140 kW (190 PS);4,5 l/100 km;114 g/km
Ford;C-Max;Sync Edition;Beifahrerairbag, Alufelgen, Fahrerairbag, Sitzheizung, Elektr. Fensterheber, Beheizbare Frontscheibe, ABS, Lordosenstütze;€ 7.850,-;Guter Preis;60.334 km;Schaltgetriebe;10/2014;Benzin;74 kW (101 PS);nan;nan
Kia;Ceed / cee'd;Spirit*PANO*NAVI*XENON*SPURHALTEASS*AHK;Bordcomputer, Lichtsensor, Panoramadach, Einparkhilfe Sensoren hinten, Spurhalteassistent, Anhängerkupplung, Wegfahrsperre, Bluetooth;€ 10.890,-;Sehr guter Preis;70.465 km;Automatik;05/2012;Benzin;99 kW (135 PS);nan;nan
Volkswagen;Golf;VII Comf. 1.6 TDI 1.Hd*Navi*ACC*PDC*AHK;Apple CarPlay, MP3, Alufelgen, Einparkhilfe Sensoren vorne, Lordosenstütze, LED-Tagfahrlicht, Abstandstempomat, Pannenkit;€ 11.990,-;Guter Preis;146.000 km;Schaltgetriebe;11/2017;Diesel;85 kW (116 PS);nan;nan
Mercedes-Benz;E 220;CDI w212 *CO²-126g*AVANTGARDE*LED*COMAND*LEDER*;LED-Scheinwerfer, Navigationssystem, Abstandstempomat, Einparkhilfe Sensoren hinten, Verkehrszeichenerkennung, Elektrische Sitze, Einparkhilfe Sensoren vorne, Alufelgen;€ 10.800,-;Guter Preis;253.600 km;Schaltgetriebe;02/2014;Diesel;125 kW (170 PS);5,1 l/100 km;126 g/km
Volkswagen;Golf;VII Comf. 1.6 TDI 1.Hd*Navi*ACC*PDC*AHK;Apple CarPlay, MP3, Alufelgen, Einparkhilfe Sensoren vorne, Lordosenstütze, LED-Tagfahrlicht, Abstandstempomat, Pannenkit;€ 11.990,-;Guter Preis;146.000 km;Schaltgetriebe;11/2017;Diesel;85 kW (116 PS);nan;nan
Land Rover;Range Rover Evoque;2.0 Sd4 SE Dynamic GOLD;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 16.900,-;Fairer Preis;152.900 km;Schaltgetriebe;02/2016;Diesel;132 kW (179 PS);4,8 l/100 km;125 g/km
Volkswagen;Touareg;V8 TDI R-Line 4.2 Pano*Standh.*ACC*Kam;Einparkhilfe Kamera, Sportpaket, Wegfahrsperre, Lederlenkrad, Anhängerkupplung, Alufelgen, Panoramadach, Elektrische Sitze;€ 21.790,-;Guter Preis;193.000 km;Automatik;01/2014;Diesel;250 kW (340 PS);nan;nan
SEAT;Ibiza;*Navi*SitzHZ*Klima*Geplegt+Top*;Multifunktionslenkrad, Alufelgen, Klimaautomatik, Navigationssystem, Sitzheizung, Scheinwerferreinigung, E10-geeignet, Wegfahrsperre;€ 5.999,-;Fairer Preis;148.000 km;Schaltgetriebe;04/2013;Benzin;63 kW (86 PS);5,9 l/100 km;140 g/km
