Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission;Marketplace
Toyota;;Aygo AYGO Cool  nur 48Tkm;Klimaanlage, Zentralverriegelung, Elektr. Fensterheber, Bluetooth, Beifahrerairbag, Fahrerairbag, Isofix, E10-geeignet;€ 4.990;Sehr guter Preis;48.538 km;Schaltgetriebe;10/2013;Benzin;50 kW (68 PS);4,4 l/100 km;104 g/km;Autoscout24.de
Mercedes-Benz;Citan;Kasten 108 CDI lang;Armlehne, Schiebetür rechts, Radio, Tagfahrlicht, Bluetooth, Elektrische Seitenspiegel, Fahrerairbag, Zentralverriegelung;€ 2.990;Sehr guter Preis;271.000 km;Schaltgetriebe;06/2014;Diesel;55 kW (75 PS);4,7 l/100 km;125 g/km;Autoscout24.de
Volkswagen;Polo;1.6 TDI BMT Match, Klima, Sitzheiz.., AHK;Start/Stop-Automatik, Allwetterreifen, Alufelgen, Lederlenkrad, Klimaautomatik, Einparkhilfe Sensoren hinten, Sportsitze, Anhängerkupplung;€ 5.450;Fairer Preis;205.000 km;Schaltgetriebe;06/2012;Diesel;66 kW (90 PS);3,7 l/100 km;96 g/km;Autoscout24.de
Mazda;CX-30;"Prime-Line KLIMA+NAVI+ALARM+KAMERA+LED+16""+HUD ...";Sicherer EU-Neuwagenkauf zum Bestpreis seit 1999!;€ 22.890;nan;0 km;Schaltgetriebe;nan;Benzin;103 kW (140 PS);nan;135 g/km;Autoscout24.de
Audi;Q7;3.0 TDI clean diesel quattro Gewerbe/Export!;Über 1000 Fahrzeuge auf Lager und sofort verfügbar !!!;€ 16.000;nan;189.600 km;Automatik;06/2013;Diesel;180 kW (245 PS);7,4 l/100 km;196 g/km;Autoscout24.de
Ford;Tourneo Courier;1.0 TREND 5-SITZER KLIMA/SHZ/AHK;Getönte Scheiben, Schiebetür rechts, Anhängerkupplung, Einparkhilfe Sensoren hinten, Klimaanlage, USB, Bluetooth, Armlehne;€ 4.250;Sehr guter Preis;186.900 km;Schaltgetriebe;06/2015;Benzin;74 kW (101 PS);5,4 l/100 km;128 g/km;Autoscout24.de
Ford;EcoSport;Trend;Sitzheizung, Einparkhilfe Sensoren vorne, Traktionskontrolle, USB, Einparkhilfe Sensoren hinten, Alufelgen, Nebelscheinwerfer, Freisprecheinrichtung;€ 7.390;Guter Preis;118.281 km;Schaltgetriebe;07/2015;Benzin;92 kW (125 PS);5,4 l/100 km;125 g/km;Autoscout24.de
Ford;S-Max;1.6 EcoBoost Trend *PDC*SHZ*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 9.710;Sehr guter Preis;95.084 km;Schaltgetriebe;05/2014;Benzin;118 kW (160 PS);6,8 l/100 km;159 g/km;Autoscout24.de
Audi;A4;Avant 1.8 TFSI S line Sport Plus Paket;GARANTIE • FINANZIERUNG • LIEFERUNG • ZULASSUNG;€ 13.990;nan;100.000 km;Automatik;08/2012;Benzin;88 kW (120 PS);7,7 l/100 km;179 g/km;Autoscout24.de
Mazda;CX-5;2,2 Skyactiv-D Center-Line 2WD;Klimaanlage, Alufelgen, Elektrische Seitenspiegel, Sitzheizung, Ambientebeleuchtung, Einparkhilfe Sensoren vorne, Bluetooth, Touchscreen;€ 8.449;Guter Preis;175.000 km;Schaltgetriebe;04/2014;Diesel;110 kW (150 PS);4,6 l/100 km;122 g/km;Autoscout24.de
Volkswagen;Golf;VII 1.2 TSI DSG Comfortline NAVI KLIMA PNAO P;Panoramadach, Navigationssystem, Lordosenstütze, 2-Zonen-Klimaautomatik, Wegfahrsperre, Sitzheizung, Einparkhilfe Sensoren vorne, MP3;€ 12.990;Sehr guter Preis;25.000 km;Automatik;09/2014;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Volkswagen;Caddy;Kasten EcoProfi *2.HAND SCHECKHEFT-AHK*;Anhängerkupplung, Traktionskontrolle, Zentralverriegelung, Fahrerairbag, Stahlfelgen, Elektr. Fensterheber, Gepäckraumabtrennung, Allwetterreifen;€ 6.880;Sehr guter Preis;139.785 km;Schaltgetriebe;11/2012;Diesel;55 kW (75 PS);5,6 l/100 km;147 g/km;Autoscout24.de
BMW;320;d xDrive Coupe Xenon. PDC. Navi.;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 12.990;Sehr guter Preis;136.250 km;Automatik;03/2011;Diesel;135 kW (184 PS);5,7 l/100 km;150 g/km;Autoscout24.de
BMW;316;"d Navi*Klimaaut.*2xSHZ*Bluetooth*18""Zoll";Bluetooth, 2-Zonen-Klimaautomatik, Bordcomputer, Start/Stop-Automatik, USB, Navigationssystem, Sitzheizung, Traktionskontrolle;€ 9.590;Fairer Preis;196.000 km;Schaltgetriebe;04/2013;Diesel;85 kW (116 PS);4,5 l/100 km;nan;Autoscout24.de
Audi;A6;Avant 3.0 TDI quattro S-line GEWERBE EXPORT;Lordosenstütze, Sportfahrwerk, Totwinkel-Assistent, Sportpaket, Isofix, Einparkhilfe Kamera, Sportsitze, Bluetooth;€ 10.950;Fairer Preis;287.150 km;Automatik;04/2013;Diesel;180 kW (245 PS);5,9 l/100 km;nan;Autoscout24.de
Volkswagen;Golf;VII Lim. Highline BMT Navi,Kamera,BiXeno+WR;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 10.300;Sehr guter Preis;126.470 km;Schaltgetriebe;04/2014;Benzin;103 kW (140 PS);5,2 l/100 km;119 g/km;Autoscout24.de
Nissan;X-Trail;1.6 dCi Visia 7 Sitzer/Navi/LED/Pano/Leder;Sommerreifen, Elektrische Sitze, Winterreifen, Sitzheizung, Tempomat, Bordcomputer, 2-Zonen-Klimaautomatik, Schiebedach;€ 10.980;Guter Preis;262.137 km;Automatik;06/2017;Diesel;96 kW (131 PS);nan;nan;Autoscout24.de
Hyundai;i30;CW 1.6CRDi Select LEDTgf~Tempomat~AHK;Freisprecheinrichtung, Alufelgen, USB, Beifahrerairbag, Anhängerkupplung, Tempomat, Fernlichtassistent, Isofix;€ 8.950;Guter Preis;131.299 km;Schaltgetriebe;10/2017;Diesel;81 kW (110 PS);3,8 l/100 km;99 g/km;Autoscout24.de
Volkswagen;Golf;MATCH KLIMA+EINPARKHILFE+ALLWETTER+ALU+TOP+;Sitzheizung,Sportlederlenkrad,RegelmässigeWartung;€ 10.980;Fairer Preis;30.900 km;Schaltgetriebe;06/2012;Benzin;77 kW (105 PS);5,7 l/100 km;134 g/km;Autoscout24.de
Opel;Mokka;1.6 CDTI ecoFlex Innovation Navi FLA LM;Bi-Xenon Scheinwerfer, Bordcomputer, ABS, Einparkhilfe Sensoren hinten, Touchscreen, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, teilb. Rücksitzbank;€ 9.490;Sehr guter Preis;112.850 km;Schaltgetriebe;06/2015;Diesel;100 kW (136 PS);nan;nan;Autoscout24.de
Kia;Sportage;Spirit 4WD SHZ Leder Navi Alu 16 Zoll;Navigationssystem, Allrad, Getönte Scheiben, USB, Multifunktionslenkrad, Klimaanlage, Panoramadach, Alufelgen;€ 10.999;nan;149.443 km;Automatik;07/2013;Diesel;135 kW (184 PS);7,2 l/100 km;189 g/km;Autoscout24.de
smart;forTwo;Passion Mhd 52 KW Automatik;Unser Angebot der Woche;€ 4.900;Sehr guter Preis;98.000 km;Automatik;02/2012;Benzin;52 kW (71 PS);nan;nan;Autoscout24.de
Audi;A6;Lim. 2.8 FSI V6*Automatik Navi*45 Tkm*1Hand*;Sommerreifen, Start/Stop-Automatik, Multifunktionslenkrad, Navigationssystem, Einparkhilfe Sensoren vorne, Einparkhilfe selbstlenkendes System, Seitenairbag, CD;€ 14.500;Sehr guter Preis;45.382 km;Automatik;08/2011;Benzin;150 kW (204 PS);7,7 l/100 km;182 g/km;Autoscout24.de
Renault;Megane;3 1.6 110PS Lim. 5-trg Tempomat Klima;Qualität - Zuverlässigkeit - Sicherheit;€ 7.899;Sehr guter Preis;54.561 km;Schaltgetriebe;06/2015;Benzin;81 kW (110 PS);6,9 l/100 km;159 g/km;Autoscout24.de
Fiat;Doblo;1.6 SX Kombi Lounge Klimaauto Allwetter;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 4.490;Guter Preis;252.700 km;Schaltgetriebe;09/2014;Diesel;77 kW (105 PS);5,2 l/100 km;138 g/km;Autoscout24.de
Chevrolet;Orlando;LT**7 Sitzer**1.Hd*Aut AHK Parrot Blueto;Klimaautomatik, Traktionskontrolle, Alufelgen, Katalysator, Zentralverriegelung mit Funkfernbedienung, Anhängerkupplung, Freisprecheinrichtung, USB;€ 3.990;Guter Preis;369.014 km;Automatik;02/2012;Diesel;120 kW (163 PS);5,3 l/100 km;186 g/km;Autoscout24.de
Hyundai;i20;Classic Klima- SHZ-1 Hand;Klimaanlage, Beifahrerairbag, Fahrerairbag, Elektrische Seitenspiegel, Sitzheizung, Radio, USB, Isofix;€ 6.250;Guter Preis;78.400 km;Schaltgetriebe;02/2014;Benzin;63 kW (86 PS);nan;nan;Autoscout24.de
Volkswagen;Golf Variant;Golf VII Variant 2.0 TDI BMT *PANO/AHK/STANDHEIZ*;Standheizung, Alufelgen, Sitzheizung, Schiebedach, Multifunktionslenkrad, Navigationssystem, Abstandstempomat, Einparkhilfe Sensoren vorne;€ 7.900;Sehr guter Preis;227.890 km;Schaltgetriebe;03/2015;Diesel;110 kW (150 PS);4,2 l/100 km;108 g/km;Autoscout24.de
Audi;A1;1.2TFSI Attraction *Klima*Sitzheizung;Wegfahrsperre, Sportpaket, Alufelgen, Sommerreifen, Elektrische Seitenspiegel, Multifunktionslenkrad, Zentralverriegelung, Pannenkit;€ 6.900;Guter Preis;149.290 km;Schaltgetriebe;02/2011;Benzin;63 kW (86 PS);5,1 l/100 km;121 g/km;Autoscout24.de
Peugeot;308;LIM. 1.5D ACTIVE NAVI/LED/PDC/TEMP./SPORT;ESP, Touchscreen, Bluetooth, Navigationssystem, Sportsitze, Fahrerairbag, Sprachsteuerung, Armlehne;€ 7.450;Sehr guter Preis;141.650 km;Schaltgetriebe;09/2018;Diesel;96 kW (131 PS);3,6 l/100 km;95 g/km;Autoscout24.de
Nissan;Qashqai;Visia *PDC*RADIO*KLIMA*XENON*TEMPOMAT*;Alufelgen, Spurhalteassistent, Getönte Scheiben, Tempomat, Anhängerkupplung, Einparkhilfe Sensoren hinten, Geschwindigkeits-begrenzungsanlage, Beifahrerairbag;€ 9.299;Sehr guter Preis;116.591 km;Schaltgetriebe;09/2016;Benzin;85 kW (116 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Ford;Mondeo;Turnier Business Edition Klima/Navi/Sitzh;Klimaanlage, Navigationssystem, Alufelgen, Klimaautomatik, Radio, Elektrische Sitze, Beheizbare Frontscheibe, Freisprecheinrichtung;€ 5.490;Guter Preis;193.171 km;Schaltgetriebe;11/2012;Diesel;120 kW (163 PS);4,9 l/100 km;130 g/km;Autoscout24.de
BMW;320;320 d Efficient Dynamics Advantage;Navigationssystem, Alufelgen, Elektrische Seitenspiegel, Armlehne, Klimaautomatik, Skisack, Tempomat, Beifahrerairbag;€ 11.100;Fairer Preis;222.200 km;Schaltgetriebe;03/2016;Diesel;120 kW (163 PS);3,9 l/100 km;103 g/km;Autoscout24.de
Volkswagen;Caddy;PKW Maxi Trendline BMT 7 - Sitzer;Alufelgen, Multifunktionslenkrad, Sportpaket, Getönte Scheiben, Sportfahrwerk, Start/Stop-Automatik, Sitzheizung, Isofix;€ 10.500;Erhöhter Preis;238.944 km;Schaltgetriebe;12/2015;Diesel;75 kW (102 PS);4,7 l/100 km;122 g/km;Autoscout24.de
Audi;Q5;2.0TDI/S Line/Leder/Pano/Navi/Bi-Xeno/AHK/PDC;Panoramadach, Sportpaket, 3-Zonen-Klimaautomatik, Scheinwerferreinigung, Sportfahrwerk, Elektrische Sitze, Fahrerairbag, Ambientebeleuchtung;€ 18.500;Sehr guter Preis;154.000 km;Automatik;01/2015;Diesel;140 kW (190 PS);5,7 l/100 km;151 g/km;Autoscout24.de
BMW;320;"320d Cabrio M Sport Edition""Leder""Xenon""Navi""";Radio, Navigationssystem, Sportpaket, Alufelgen, Sitzheizung, Einparkhilfe Sensoren vorne, Bluetooth, Tempomat;€ 14.490;Fairer Preis;150.700 km;Automatik;08/2012;Diesel;135 kW (184 PS);nan;nan;Autoscout24.de
Mercedes-Benz;A 180;d Kamera*Automatik;Einparkhilfe Kamera, Reifendruckkontrollsystem, Regensensor, Klimaautomatik, Seitenairbag, Beifahrerairbag, Tempomat;€ 14.998;Guter Preis;192.800 km;Automatik;04/2020;Diesel;85 kW (116 PS);4,0 l/100 km;117 g/km;Autoscout24.de
Peugeot;2008;1.2 CROSSWAY|APPLE|KAMERA|AMBIENTE;Sitzheizung, Einparkhilfe Kamera, Multifunktionslenkrad, Panoramadach, Geschwindigkeits-begrenzungsanlage, Pannenkit, Ambientebeleuchtung, Tempomat;€ 9.990;Sehr guter Preis;100.000 km;Automatik;07/2016;Benzin;81 kW (110 PS);4,8 l/100 km;110 g/km;Autoscout24.de
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *1992 *EXPORT;Beifahrerairbag, Notrad, Start/Stop-Automatik, CD, Radio, Zentralverriegelung, Schiebetür rechts, Katalysator;€ 7.988;Guter Preis;255.000 km;Schaltgetriebe;01/2015;Diesel;74 kW (101 PS);nan;nan;Autoscout24.de
Opel;Corsa;D Color Edition 1,4L Klima Tüv Neu Topzust;Sitzheizung, Tempomat, Beifahrerairbag, Einparkhilfe Sensoren hinten, Bluetooth, Klimaanlage, Lederlenkrad, Sportfahrwerk;€ 6.490;Fairer Preis;111.000 km;Schaltgetriebe;11/2014;Benzin;64 kW (87 PS);5,7 l/100 km;135 g/km;Autoscout24.de
Audi;A6;Avant 2.0 TDI S-Tronic Ultra NAV+XEN+PANO+KAM;Einparkhilfe Kamera, Sportfahrwerk, Panoramadach, Sportsitze, CD, Schlüssellose Zentralverriegelung, Alufelgen, Lordosenstütze;€ 19.749;Erhöhter Preis;194.750 km;Automatik;03/2018;Diesel;140 kW (190 PS);4,7 l/100 km;nan;Autoscout24.de
Renault;Scenic;III 1.5 DCi BOSE Edition Automatik Navi;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 4.490;Guter Preis;238.600 km;Automatik;10/2013;Diesel;81 kW (110 PS);5,0 l/100 km;130 g/km;Autoscout24.de
Volkswagen;Tiguan;*TopZustand*NAVI*PDC*Klima*8xALU*Garantie;Getönte Scheiben, Navigationssystem, Touchscreen, Alufelgen, Sommerreifen, Bluetooth, Notbremsassistent, Tempomat;€ 11.980;Sehr guter Preis;125.700 km;Automatik;05/2014;Benzin;118 kW (160 PS);7,1 l/100 km;164 g/km;Autoscout24.de
Volkswagen;Jetta;VI 1.4 TSI  Highline *Automatik*;Einparkhilfe Sensoren vorne, Navigationssystem, Sitzheizung, Beifahrerairbag, Alufelgen, Start/Stop-Automatik, Seitenairbag, Bluetooth;€ 12.990;Fairer Preis;54.879 km;Automatik;10/2012;Benzin;118 kW (160 PS);nan;nan;Autoscout24.de
SEAT;Leon;ST 2.0d 4Drive 4x4 DSG X-Perience PANO+LED+;Allrad, Schiebedach, LED-Scheinwerfer, Einparkhilfe Sensoren vorne, Sportpaket, Reifendruckkontrollsystem, USB, Sitzheizung;€ 11.750;Sehr guter Preis;150.000 km;Automatik;10/2016;Diesel;135 kW (184 PS);4,7 l/100 km;125 g/km;Autoscout24.de
Mitsubishi;Pajero;3.2 DI-D Intense;Über 1000 Fahrzeuge auf Lager und sofort verfügbar !!!;€ 19.990;Sehr guter Preis;120.000 km;Automatik;02/2012;Diesel;147 kW (200 PS);9,3 l/100 km;247 g/km;Autoscout24.de
Audi;A4;2.0 TDI ultra *Automatik*Navi*SHZ*;Einparkhilfe Kamera, LED-Scheinwerfer, Sportfahrwerk, 3-Zonen-Klimaautomatik, Navigationssystem, Sitzheizung, Elektrische Heckklappe, Getönte Scheiben;€ 16.900;Fairer Preis;191.140 km;Automatik;03/2018;Diesel;110 kW (150 PS);3,9 l/100 km;99 g/km;Autoscout24.de
Mazda;3;Lim. 2.0 SKYACTIVE VISION KLIMA/SHZ/PDC/TEMP.;2-Zonen-Klimaautomatik, Tempomat, Sitzheizung, Touchscreen, Bluetooth, Lederlenkrad, Einparkhilfe Sensoren hinten, Zentralverriegelung;€ 11.450;Sehr guter Preis;87.650 km;Automatik;05/2014;Benzin;88 kW (120 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Volkswagen;Golf;VII 1.2 TSi Lim. **SHZ*PDC*Parkassistent**;Start/Stop-Automatik, 2-Zonen-Klimaautomatik, Sitzheizung, Touchscreen, Einparkhilfe Sensoren vorne, Einparkhilfe Sensoren hinten, Multifunktionslenkrad, Einparkhilfe selbstlenkendes System;€ 8.495;Guter Preis;132.000 km;Schaltgetriebe;09/2013;Benzin;63 kW (86 PS);nan;nan;Autoscout24.de
Opel;Astra;Edition Start/Stop;Einparkhilfe Kamera, 2-Zonen-Klimaautomatik, Start/Stop-Automatik, DAB-Radio, USB, Tagfahrlicht, Totwinkel-Assistent, Alufelgen;€ 7.950;Fairer Preis;246.500 km;Automatik;04/2021;Diesel;90 kW (122 PS);4,2 l/100 km;112 g/km;Autoscout24.de
Mazda;CX-5;Center-Line NAVI+XENON AHK SHZG PDC LANE;Bi-Xenon Scheinwerfer, Beifahrerairbag, Anhängerkupplung, Einparkhilfe Sensoren vorne, Elektr. Fensterheber, Sitzheizung, Getönte Scheiben, 2-Zonen-Klimaautomatik;€ 9.990;Fairer Preis;153.667 km;Schaltgetriebe;08/2013;Diesel;110 kW (150 PS);4,6 l/100 km;119 g/km;Autoscout24.de
Mitsubishi;Outlander;Diamant Edition 4WD;Allrad, Radio, LED-Tagfahrlicht, Sprachsteuerung, Sitzheizung, Anhängerkupplung, Apple CarPlay, Kurvenlicht;€ 12.300;Guter Preis;155.800 km;Automatik;03/2015;Diesel;110 kW (150 PS);5,4 l/100 km;143 g/km;Autoscout24.de
Volkswagen;Caddy;Kombi BMT Klima Touch Freisprech 5-Sitze;Klimaanlage, USB, Beifahrerairbag, Armlehne, Freisprecheinrichtung, Anhängerkupplung, ABS, Start/Stop-Automatik;€ 6.690;Fairer Preis;281.211 km;Schaltgetriebe;01/2016;Diesel;55 kW (75 PS);4,6 l/100 km;119 g/km;Autoscout24.de
BMW;116;i|1. Hand|LED TFL|Start/Stopp|AUX/USB|EURO6!;Traktionskontrolle, Regensensor, Radio, Armlehne, Isofix, LED-Tagfahrlicht, Klimaautomatik, Wegfahrsperre;€ 10.499;Sehr guter Preis;84.056 km;Schaltgetriebe;06/2016;Benzin;80 kW (109 PS);5,4 l/100 km;128 g/km;Autoscout24.de
Dacia;Lodgy;1.2 TCE STEPWAY NAVI/PDC/TEMP./NEBEL/KLIMA;Tempomat, Beifahrerairbag, Freisprecheinrichtung, Nebelscheinwerfer, Dachreling, Navigationssystem, Alufelgen, Pannenkit;€ 7.750;Sehr guter Preis;97.500 km;Schaltgetriebe;03/2016;Benzin;85 kW (116 PS);5,6 l/100 km;133 g/km;Autoscout24.de
Audi;Q5;2.0 TDI quattro  *TÜV-NEU/AHK*;Apple CarPlay, LED-Tagfahrlicht, Bluetooth, Elektr. Fensterheber, Navigationssystem, Alufelgen, Einparkhilfe Sensoren vorne, Bi-Xenon Scheinwerfer;€ 13.900;Sehr guter Preis;149.780 km;Schaltgetriebe;04/2012;Diesel;105 kW (143 PS);6,5 l/100 km;172 g/km;Autoscout24.de
Ford;Mondeo;Turnier 1,6 Titanium EXPORT;Fahrerairbag, Einparkhilfe Sensoren vorne, Lichtsensor, Touchscreen, Radio, Bluetooth, Gepäckraumabtrennung, Winterpaket;€ 5.400;Fairer Preis;134.000 km;Schaltgetriebe;06/2011;Benzin;118 kW (160 PS);6,4 l/100 km;152 g/km;Autoscout24.de
Renault;Grand Scenic;Scenic III Grand Paris NAVI*SHZG*PDC*KLIMAAUT.*;Alufelgen, USB, Beifahrerairbag, Fahrerairbag, 2-Zonen-Klimaautomatik, Navigationssystem, Traktionskontrolle, Allwetterreifen;€ 6.990;nan;150.616 km;Schaltgetriebe;11/2013;Benzin;85 kW (116 PS);6,1 l/100 km;145 g/km;Autoscout24.de
Skoda;Octavia;Elegance T.Leder,Navi,Bi-Xenon,PDC,SR+WR;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 9.900;Guter Preis;156.240 km;Automatik;04/2013;Diesel;110 kW (150 PS);4,5 l/100 km;119 g/km;Autoscout24.de
Opel;Corsa;E 1.2 Klima;Elektrische Seitenspiegel, Klimaanlage, Fahrerairbag, Beifahrerairbag, Radio, Seitenairbag, Elektr. Fensterheber, Zentralverriegelung;€ 4.290;Sehr guter Preis;115.200 km;Schaltgetriebe;05/2016;Benzin;51 kW (69 PS);5,4 l/100 km;128 g/km;Autoscout24.de
Audi;TT;2.0 TFSI Roadster quattro S line Sport/Plus Bose;Multifunktionslenkrad, Sportfahrwerk, Radio, Windschott(für Cabrio), Scheinwerferreinigung, Soundsystem, Sitzheizung, Klimaanlage;€ 12.900;Guter Preis;175.949 km;Automatik;08/2011;Benzin;155 kW (211 PS);7,4 l/100 km;175 g/km;Autoscout24.de
Renault;Koleos;Bose Allrad Panodach AHK RFK  Night&Day 4x4;Ihr Autohaus mit Herz - Familienbetrieb seit 115 Jahren;€ 7.990;Sehr guter Preis;178.588 km;Schaltgetriebe;02/2014;Diesel;127 kW (173 PS);nan;nan;Autoscout24.de
Peugeot;RCZ;"Vollleder 18"" Einparkhilfe Memory Sitze Tempomat";Bluetooth, 2-Zonen-Klimaautomatik, Winterpaket, Klimaanlage, Fahrerairbag, Einparkhilfe Sensoren hinten, Geschwindigkeits-begrenzungsanlage, Elektrische Sitze;€ 11.490;Fairer Preis;63.427 km;Automatik;07/2011;Benzin;115 kW (156 PS);7,3 l/100 km;168 g/km;Autoscout24.de
Audi;Q5;Quattro 2.0 TDI Pano Xenon Naviplus Designpac;Bluetooth, Sportfahrwerk, Elektrische Heckklappe, LED-Tagfahrlicht, Bi-Xenon Scheinwerfer, Regensensor, Panoramadach, Start/Stop-Automatik;€ 18.490;Fairer Preis;129.000 km;Automatik;10/2012;Diesel;125 kW (170 PS);5,0 l/100 km;132 g/km;Autoscout24.de
Hyundai;i30;i30cw 1.6 Automatik Style;2-Zonen-Klimaautomatik, Sitzheizung, Pannenkit, Tempomat, Wegfahrsperre, Regensensor, Multifunktionslenkrad, Bi-Xenon Scheinwerfer;€ 9.870;Sehr guter Preis;122.195 km;Automatik;06/2015;Benzin;99 kW (135 PS);6,8 l/100 km;136 g/km;Autoscout24.de
Mercedes-Benz;CLS 250;SHOOTING BRAKE LEDER+NAVI+ILS+SPORT+TÜV+;Standheizung,Distronic,AktivPark,Reg.Wartung;€ 22.850;Sehr guter Preis;109.600 km;Automatik;07/2014;Diesel;150 kW (204 PS);5,3 l/100 km;139 g/km;Autoscout24.de
Audi;SQ5;3.0 TDI QUT FACE*VIRT*MATRIX*KAM*RS-SITZE*22';Volldigitales Kombiinstrument, Sportsitze, Luftfederung, Panoramadach, Allrad, Elektr. Fensterheber, Beifahrerairbag, Soundsystem;€ 32.900;Sehr guter Preis;212.000 km;Automatik;06/2020;Diesel;255 kW (347 PS);6,8 l/100 km;177 g/km;Autoscout24.de
Volkswagen;Touran;Life BMT 1HD/NAVI/KLIMA/SHZ/TEMPO/PDC;Einparkhilfe Sensoren vorne, Start/Stop-Automatik, Multifunktionslenkrad, Navigationssystem, Getönte Scheiben, Bluetooth, Klimaautomatik, Sitzheizung;€ 12.740;Fairer Preis;119.701 km;Schaltgetriebe;05/2013;Diesel;103 kW (140 PS);4,8 l/100 km;125 g/km;Autoscout24.de
Skoda;Octavia;Lim. Ambition;Anhängerkupplung, Sitzheizung, Klimaautomatik, Beifahrerairbag, Einparkhilfe Sensoren hinten, Isofix, Fahrerairbag, Bordcomputer;€ 8.888;Fairer Preis;128.543 km;Automatik;10/2012;Benzin;77 kW (105 PS);5,7 l/100 km;135 g/km;Autoscout24.de
Mitsubishi;Colt;1.1 ClearTec Edition;Klimaanlage, Sitzheizung, Gepäckraumabtrennung, Bordcomputer, Klimaautomatik, Alufelgen, Isofix, Seitenairbag;€ 4.990;Fairer Preis;90.715 km;Schaltgetriebe;03/2012;Benzin;55 kW (75 PS);4,9 l/100 km;115 g/km;Autoscout24.de
Volkswagen;Touran;Match;Multifunktionslenkrad, Navigationssystem, Einparkhilfe Sensoren hinten, Sitzheizung, Armlehne, Isofix, Tagfahrlicht, Tempomat;€ 7.499;Guter Preis;144.500 km;Schaltgetriebe;05/2012;Benzin;77 kW (105 PS);6,4 l/100 km;149 g/km;Autoscout24.de
Ford;C-Max;Trend 1.6 Ti-VCT Klimaanlage Winterpaket;Beheizbare Frontscheibe, Wegfahrsperre, Start/Stop-Automatik, Zentralverriegelung, CD, Radio, Fahrerairbag, Lordosenstütze;€ 6.980;Erhöhter Preis;103.500 km;Schaltgetriebe;03/2012;Benzin;92 kW (125 PS);nan;nan;Autoscout24.de
Mercedes-Benz;C 220;d Kombi AMG-Line|PDC|SHZ|SBL|Navi|Klima|USB;Sportpaket, Einparkhilfe Kamera, Navigationssystem, Getönte Scheiben, Sitzbelüftung, Sportfahrwerk, Klimaanlage, LED-Scheinwerfer;€ 15.890;Fairer Preis;200.000 km;Automatik;05/2015;Diesel;125 kW (170 PS);4,3 l/100 km;114 g/km;Autoscout24.de
Fiat;Ducato;2,3 HDI Maxi L3-H2*Garantie*1.Hand*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 9.490;Fairer Preis;179.900 km;Schaltgetriebe;04/2011;Diesel;88 kW (120 PS);8,3 l/100 km;220 g/km;Autoscout24.de
Mercedes-Benz;C 180;T Avantgarde *LEDER-TEMPO.-PDC-SITZHEIZ.*;Navigationssystem, Sportpaket, Sitzheizung, Zentralverriegelung, Sprachsteuerung, Multifunktionslenkrad, Lichtsensor, Getönte Scheiben;€ 12.880;Guter Preis;139.765 km;Automatik;03/2013;Benzin;115 kW (156 PS);7,8 l/100 km;185 g/km;Autoscout24.de
BMW;X1;xDrive 18d|PDC|AHK|SHZ|AUX|USB|Klima;Allrad, Elektr. Fensterheber, Anhängerkupplung, Alufelgen, Wegfahrsperre, Sitzheizung, Klimaautomatik, Bluetooth;€ 11.790;Fairer Preis;141.800 km;Schaltgetriebe;01/2014;Diesel;105 kW (143 PS);5,5 l/100 km;146 g/km;Autoscout24.de
Mercedes-Benz;GLC 220;d 4Matic Sitzh. Navi. Kamera Bluetooth;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 22.990;Fairer Preis;159.000 km;Automatik;05/2017;Diesel;125 kW (170 PS);5,0 l/100 km;129 g/km;Autoscout24.de
Volkswagen;Passat Variant;Passat Vari. 2.0 TDI Highline/R-LINE 4Motion*LED /;Multifunktionslenkrad, Allrad, Regensensor, Beifahrerairbag, Elektrische Sitze, Innenspiegel automatisch abblendend, Bluetooth, Sitzheizung;€ 8.900;Guter Preis;230.122 km;Automatik;11/2012;Diesel;125 kW (170 PS);5,7 l/100 km;149 g/km;Autoscout24.de
BMW;X6;xDrive40d|LED|HUD|HiFi|SHZ|PDC|Kamera|Navi|BT;Reifendruckkontrollsystem, Einparkhilfe Kamera, Fahrerairbag, Allrad, Soundsystem, LED-Scheinwerfer, Sportfahrwerk, Head-up display;€ 15.990;Guter Preis;281.500 km;Automatik;12/2012;Diesel;225 kW (306 PS);7,5 l/100 km;199 g/km;Autoscout24.de
