Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Ford,C-Max,126.555 km,01/2019,Automatik,Benzin,110 kW (150 PS),6l/100km,174g CO2/km (komb)*,16.049
Jaguar,E-Pace,81.230 km,11/2019,Automatik,Diesel,110 kW (150 PS),6l/100km,199g CO2/km (komb)*,29.649
Volkswagen,up!,35.310 km,12/2019,Manuell,Benzin,44 kW (60 PS),8l/100km,185g CO2/km (komb)*,12.049
Ford,Transit Custom,73.190 km,06/2019,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,33.949
Ford,Focus,52.075 km,12/2019,Manuell,Benzin,110 kW (150 PS),5l/100km,114g CO2/km (komb)*,18.949
Mazda,CX-5,62.993 km,11/2019,Manuell,Diesel,110 kW (150 PS),5l/100km,130g CO2/km (komb)*,23.549
Mazda,CX-5,58.904 km,05/2019,Manuell,Benzin,121 kW (165 PS),4l/100km,146g CO2/km (komb)*,23.549
Mercedes-Benz,E 300,67.700 km,08/2019,Automatik,Diesel,180 kW (245 PS),2l/100km,139g CO2/km (komb)*,35.049
BMW,520,124.800 km,02/2019,Automatik,Diesel,140 kW (190 PS),5l/100km,131g CO2/km (komb)*,27.549
Seat,Ibiza,25.384 km,12/2019,Manuell,Benzin,70 kW (95 PS),7l/100km,106g CO2/km (komb)*,16.949
Nissan,NV300,45.806 km,12/2019,Manuell,Diesel,107 kW (146 PS),7l/100km,186g CO2/km (komb)*,27.549
Iveco,Daily,112.000 km,04/2019,Automatik,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,41.249
Mercedes-Benz,Vito,99.850 km,09/2019,Automatik,Diesel,140 kW (190 PS),2l/100km,163g CO2/km (komb)*,42.449
Volkswagen,Sharan,93.764 km,06/2019,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,27.249
Seat,Alhambra,99.458 km,12/2019,Automatik,Diesel,110 kW (150 PS),2l/100km,137g CO2/km (komb)*,29.649
Volkswagen,Passat Variant,112.792 km,05/2019,Automatik,Diesel,110 kW (150 PS),3l/100km,113g CO2/km (komb)*,20.066
Volkswagen,Passat Variant,116.784 km,07/2019,Manuell,Benzin,110 kW (150 PS),5l/100km,124g CO2/km (komb)*,19.549
Seat,Ateca,95.861 km,09/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.149
Skoda,Karoq,112.930 km,10/2019,Manuell,Diesel,85 kW (116 PS),7l/100km,120g CO2/km (komb)*,20.049
Jaguar,F-Pace,56.485 km,03/2019,Automatik,Diesel,177 kW (241 PS),3l/100km,166g CO2/km (komb)*,33.349
Ford,Transit,69.418 km,08/2019,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,24.249
Hyundai,Kona,22.900 km,10/2019,Automatik,Benzin,130 kW (177 PS),3l/100km,144g CO2/km (komb)*,27.549
Ford,C-Max,35.895 km,07/2019,Manuell,Benzin,92 kW (125 PS),7l/100km,129g CO2/km (komb)*,18.049
Peugeot,3008,51.900 km,11/2019,Automatik,Diesel,132 kW (180 PS),7l/100km,129g CO2/km (komb)*,28.149
Mitsubishi,Space Star,9.777 km,05/2019,Manuell,Benzin,59 kW (80 PS),1l/100km,97g CO2/km (komb)*,13.849
Volkswagen,Sharan,79.988 km,06/2019,Manuell,Diesel,110 kW (150 PS),2l/100km,163g CO2/km (komb)*,38.086
Skoda,Octavia,99.792 km,11/2019,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,14.849
Volkswagen,Passat Variant,99.306 km,10/2019,Automatik,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,17.949
Audi,Q2,64.797 km,12/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,119g CO2/km (komb)*,23.249
Skoda,Superb,110.358 km,10/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,23.249
Volkswagen,Passat Variant,99.545 km,09/2019,Automatik,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,18.349
Audi,Q3,91.252 km,07/2019,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,23.249
Volkswagen,Passat Variant,99.733 km,07/2019,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,20.949
Volkswagen,Passat Variant,99.772 km,03/2019,Manuell,Benzin,110 kW (150 PS),3l/100km,119g CO2/km (komb)*,18.949
BMW,i8,86.090 km,04/2019,Automatik,Hybrid (Elektro / Benzin),275 kW (374 PS),8l/100km,85g CO2/km (komb)*,78.349
Ford,Focus,39.181 km,10/2019,Automatik,Benzin,110 kW (150 PS),9l/100km,133g CO2/km (komb)*,21.149
Peugeot,3008,47.685 km,09/2019,Manuell,Benzin,96 kW (131 PS),2l/100km,118g CO2/km (komb)*,20.749
Ford,EcoSport,75.245 km,04/2019,Automatik,Benzin,92 kW (125 PS),2l/100km,140g CO2/km (komb)*,16.849
Land Rover,Range Rover Evoque,73.750 km,05/2019,Automatik,Diesel,177 kW (241 PS),7l/100km,153g CO2/km (komb)*,35.749
Land Rover,Range Rover Sport,59.850 km,08/2019,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),4l/100km,32g CO2/km (komb)*,66.549
Jaguar,XJ,74.900 km,08/2019,Automatik,Diesel,221 kW (301 PS),7l/100km,0g CO2/km (WLTP,43.449
Jaguar,XF,62.160 km,02/2019,Automatik,Benzin,184 kW (250 PS),3l/100km,0g CO2/km (WLTP,31.749
Audi,Q3,87.696 km,08/2019,Automatik,Benzin,110 kW (150 PS),3l/100km,149g CO2/km (komb)*,28.449
BMW,320,71.000 km,12/2019,Automatik,Diesel,140 kW (190 PS),4l/100km,0g CO2/km (WLTP,36.049
Land Rover,Range Rover,101.280 km,02/2019,Automatik,Diesel,250 kW (340 PS),7l/100km,186g CO2/km (komb)*,71.849
Volkswagen,T-Roc,40.216 km,04/2019,Manuell,Benzin,85 kW (116 PS),8l/100km,116g CO2/km (komb)*,20.149
Jaguar,I-Pace,38.803 km,04/2019,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,33.849
Ford,Galaxy,79.000 km,08/2019,Automatik,Diesel,177 kW (241 PS),1l/100km,158g CO2/km (komb)*,30.749
Porsche,Cayenne,125.900 km,04/2019,Automatik,Benzin,250 kW (340 PS),8l/100km,205g CO2/km (komb)*,52.049
Volvo,XC90,74.700 km,11/2019,Automatik,Hybrid (Elektro / Benzin),288 kW (392 PS),4l/100km,32g CO2/km (komb)*,47.649
Mazda,CX-3,58.530 km,05/2019,Manuell,Benzin,89 kW (121 PS),2l/100km,141g CO2/km (komb)*,17.949
Ford,EcoSport,75.066 km,09/2019,Manuell,Benzin,92 kW (125 PS),3l/100km,119g CO2/km (komb)*,14.749
Volkswagen,Golf,95.862 km,04/2019,Automatik,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,16.449
Kia,Optima,57.500 km,08/2019,Manuell,Benzin,120 kW (163 PS),8l/100km,185g CO2/km (komb)*,21.249
Mazda,CX-3,76.146 km,11/2019,Manuell,Benzin,89 kW (121 PS),8l/100km,185g CO2/km (komb)*,16.349
Mini,ONE,67.600 km,01/2019,Automatik,Benzin,75 kW (102 PS),8l/100km,185g CO2/km (komb)*,16.449
Skoda,Superb,92.214 km,07/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.349
Mazda,CX-5,47.545 km,12/2019,Manuell,Benzin,121 kW (165 PS),8l/100km,185g CO2/km (komb)*,23.249
Volkswagen,Tiguan,53.411 km,12/2019,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,36.749
Ford,Transit Custom,78.120 km,08/2019,Manuell,Diesel,77 kW (105 PS),1l/100km,0g CO2/km (WLTP,27.449
Volkswagen,Touareg,65.070 km,01/2019,Automatik,Diesel,210 kW (286 PS),7l/100km,182g CO2/km (komb)*,60.849
Volkswagen,Caddy,114.102 km,06/2019,Manuell,Diesel,75 kW (102 PS),6l/100km,121g CO2/km (komb)*,16.849
Ford,Fiesta,71.691 km,07/2019,Automatik,Benzin,74 kW (101 PS),7l/100km,0g CO2/km (WLTP,15.849
Ford,Galaxy,62.334 km,05/2019,Manuell,Benzin,121 kW (165 PS),6l/100km,0g CO2/km (WLTP,26.449
Kia,Rio,53.567 km,02/2020,Automatik,Benzin,88 kW (120 PS),8l/100km,107g CO2/km (komb)*,18.448
Jaguar,E-Pace,43.195 km,11/2020,Automatik,Benzin,183 kW (249 PS),8l/100km,174g CO2/km (komb)*,34.948
Mercedes-Benz,E 220,56.270 km,07/2020,Automatik,Diesel,143 kW (194 PS),7l/100km,186g CO2/km (komb)*,41.348
Renault,Espace,62.590 km,12/2020,Automatik,Benzin,165 kW (224 PS),0l/100km,197g CO2/km (WLTP,30.648
Land Rover,Range Rover Evoque,89.684 km,10/2020,Automatik,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,33.848
Land Rover,Discovery Sport,85.869 km,12/2020,Automatik,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,31.548
Land Rover,Discovery Sport,51.490 km,10/2020,Automatik,Diesel,177 kW (241 PS),7l/100km,169g CO2/km (komb)*,39.148
Jaguar,F-Pace,91.466 km,05/2020,Automatik,Diesel,221 kW (301 PS),7l/100km,159g CO2/km (komb)*,43.848
Jaguar,E-Pace,76.961 km,07/2020,Automatik,Benzin,221 kW (301 PS),8l/100km,181g CO2/km (komb)*,40.448
Volkswagen,Passat Variant,94.652 km,10/2020,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,26.089
Jaguar,F-Type,41.079 km,10/2020,Automatik,Benzin,221 kW (301 PS),0l/100km,0g CO2/km (WLTP,51.449
Volkswagen,Passat Variant,93.995 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,21.989
Volkswagen,Caddy,71.856 km,10/2020,Manuell,Diesel,55 kW (75 PS),7l/100km,121g CO2/km (komb)*,18.489
Jaguar,F-Type,65.272 km,06/2020,Automatik,Benzin,280 kW (381 PS),0l/100km,0g CO2/km (WLTP,61.548
Mercedes-Benz,E 220,36.458 km,04/2020,Automatik,Diesel,143 kW (194 PS),7l/100km,186g CO2/km (komb)*,43.049
Mercedes-Benz,E 220,29.693 km,04/2020,Automatik,Diesel,143 kW (194 PS),7l/100km,186g CO2/km (komb)*,43.049
Skoda,Superb,55.920 km,09/2020,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,24.489
Volkswagen,Crafter,73.719 km,08/2020,Manuell,Diesel,103 kW (140 PS),7l/100km,186g CO2/km (komb)*,28.489
Seat,Leon,37.016 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,26.689
Skoda,Octavia,99.980 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,122g CO2/km (WLTP,21.989
Skoda,Octavia,54.053 km,08/2020,Automatik,Diesel,135 kW (184 PS),3l/100km,165g CO2/km (WLTP,29.789
Seat,Leon,37.016 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,27.989
Volkswagen,Golf,9.987 km,02/2020,Manuell,Benzin,96 kW (131 PS),5l/100km,124g CO2/km (WLTP,20.689
Volkswagen,T6 Multivan,88.505 km,06/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,43.049
Volkswagen,Passat Variant,90.972 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,84.586 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,81.744 km,09/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,155g CO2/km (WLTP,27.849
Volkswagen,Passat Variant,84.586 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,155g CO2/km (WLTP,27.849
Volkswagen,Passat Variant,90.972 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,155g CO2/km (WLTP,27.849
Volkswagen,Passat Variant,72.370 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,155g CO2/km (WLTP,27.849
Volkswagen,Passat Variant,72.370 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,81.744 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,85.621 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,85.621 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,155g CO2/km (WLTP,27.849
Volkswagen,Passat Variant,124.811 km,11/2020,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,23.489
Jaguar,F-Pace,42.585 km,02/2020,Automatik,Benzin,405 kW (551 PS),8l/100km,272g CO2/km (komb)*,55.648
Audi,A3,38.671 km,11/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,28.789
Volkswagen,T-Roc,118.653 km,10/2020,Manuell,Diesel,85 kW (116 PS),7l/100km,113g CO2/km (komb)*,20.089
Volkswagen,Golf,40.728 km,07/2020,Manuell,Benzin,96 kW (131 PS),8l/100km,110g CO2/km (komb)*,20.489
Seat,Ateca,35.018 km,10/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,155g CO2/km (WLTP,26.689
Ford,Transit,68.000 km,11/2020,Manuell,Diesel,125 kW (170 PS),7l/100km,227g CO2/km (WLTP,51.589
Volkswagen,Golf,42.372 km,09/2020,Manuell,Diesel,85 kW (116 PS),2l/100km,110g CO2/km (WLTP,21.689
Skoda,Superb,49.599 km,10/2020,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,28.789
Audi,A4,23.668 km,04/2020,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,31.889
Volkswagen,Sharan,98.802 km,05/2020,Manuell,Diesel,110 kW (150 PS),5l/100km,170g CO2/km (WLTP,29.789
Seat,Ateca,35.018 km,10/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,155g CO2/km (WLTP,27.989
Volkswagen,Tiguan,52.488 km,01/2020,Manuell,Diesel,110 kW (150 PS),8l/100km,152g CO2/km (WLTP,26.289
Mazda,6,53.669 km,08/2020,Automatik,Benzin,143 kW (194 PS),8l/100km,156g CO2/km (komb)*,26.548
Ford,Kuga,63.000 km,10/2020,Manuell,Diesel,110 kW (150 PS),2l/100km,136g CO2/km (WLTP,26.989
Mazda,CX-5,52.005 km,09/2020,Automatik,Benzin,143 kW (194 PS),4l/100km,169g CO2/km (WLTP,28.548
Land Rover,Range Rover Evoque,41.640 km,12/2020,Automatik,Hybrid (Elektro / Benzin),147 kW (200 PS),2l/100km,43g CO2/km (komb)*,39.148
Dacia,Sandero,89.227 km,11/2020,Manuell,Benzin,54 kW (73 PS),8l/100km,185g CO2/km (komb)*,9.048
Ford,Fiesta,55.765 km,07/2020,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,16.548
Renault,Kadjar,53.226 km,03/2020,Manuell,Benzin,103 kW (140 PS),7l/100km,152g CO2/km (WLTP,19.548
Volkswagen,Polo,72.067 km,11/2020,Automatik,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,19.648
Dacia,Duster,28.820 km,10/2020,Manuell,Autogas,74 kW (101 PS),,96g CO2/km (komb)*,14.248
Renault,Clio,43.235 km,01/2020,Manuell,Benzin,53 kW (72 PS),0l/100km,136g CO2/km (WLTP,13.048
Kia,Stonic,84.890 km,05/2020,Manuell,Diesel,85 kW (116 PS),0l/100km,131g CO2/km (WLTP,16.548
Jaguar,I-Pace,35.397 km,08/2020,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,34.748
Skoda,Karoq,17.806 km,11/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,26.689
Seat,Leon,33.394 km,03/2020,Manuell,Diesel,85 kW (116 PS),9l/100km,128g CO2/km (WLTP,20.289
Skoda,Karoq,26.249 km,09/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,26.989
Skoda,Karoq,35.372 km,09/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,31.889
Skoda,Karoq,35.372 km,09/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.189
Skoda,Fabia,16.050 km,10/2020,Manuell,Benzin,70 kW (95 PS),4l/100km,123g CO2/km (WLTP,18.289
Skoda,Octavia,41.702 km,11/2020,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,23.689
Skoda,Karoq,17.806 km,11/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,27.989
Skoda,Karoq,26.249 km,09/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,25.689
Fiat,500,46.667 km,07/2020,Manuell,Hybrid (Elektro / Benzin),51 kW (69 PS),1l/100km,93g CO2/km (komb)*,12.848
Smart,ForTwo,36.140 km,09/2020,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (WLTP,10.948
Volkswagen,T-Roc,15.548 km,06/2020,Automatik,Benzin,110 kW (150 PS),3l/100km,121g CO2/km (komb)*,29.648
Land Rover,Range Rover Evoque,33.613 km,12/2020,Automatik,Hybrid (Elektro / Benzin),227 kW (309 PS),4l/100km,32g CO2/km (komb)*,36.848
Skoda,Karoq,66.315 km,03/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,25.048
Renault,Megane,53.070 km,02/2020,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,16.948
Mercedes-Benz,E 220,36.458 km,05/2020,Automatik,Diesel,143 kW (194 PS),5l/100km,118g CO2/km (komb)*,42.349
Renault,ZOE,58.798 km,12/2020,Automatik,Elektro,51 kW (69 PS),,0g CO2/km (WLTP,9.948
Renault,ZOE,79.652 km,02/2020,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (WLTP,14.448
Skoda,Octavia,32.338 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,29.089
Volkswagen,Golf,29.987 km,06/2020,Manuell,Diesel,85 kW (116 PS),1l/100km,107g CO2/km (WLTP,20.689
Seat,Arona,70.720 km,11/2020,Manuell,Diesel,70 kW (95 PS),7l/100km,123g CO2/km (WLTP,18.689
Seat,Arona,67.163 km,09/2020,Manuell,Diesel,70 kW (95 PS),8l/100km,125g CO2/km (WLTP,18.689
Skoda,Karoq,26.601 km,11/2020,Manuell,Diesel,110 kW (150 PS),6l/100km,146g CO2/km (WLTP,27.689
Skoda,Octavia,32.338 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,27.689
Renault,Clio,48.490 km,05/2020,Automatik,Benzin,96 kW (131 PS),0l/100km,142g CO2/km (WLTP,18.548
Toyota,Yaris,25.100 km,06/2020,Manuell,Benzin,60 kW (82 PS),8l/100km,185g CO2/km (komb)*,16.848
Mazda,CX-30,37.783 km,08/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,23.748
Volkswagen,Golf,28.482 km,10/2020,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Volkswagen,Tiguan,53.833 km,11/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,30.589
Volkswagen,T6 Multivan,88.505 km,07/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,44.049
Opel,Insignia,39.500 km,04/2020,Manuell,Diesel,100 kW (136 PS),6l/100km,146g CO2/km (WLTP,21.389
Skoda,Superb,58.708 km,08/2020,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,29.789
Ford,Focus,34.764 km,03/2020,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,20.589
Ford,Kuga,50.167 km,11/2020,Manuell,Diesel,110 kW (150 PS),5l/100km,132g CO2/km (WLTP,28.989
Land Rover,Range Rover Evoque,44.095 km,03/2020,Automatik,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,36.948
Mercedes-Benz,GLC 220,87.730 km,01/2020,Automatik,Diesel,143 kW (194 PS),2l/100km,137g CO2/km (komb)*,35.048
Volkswagen,Passat Variant,92.692 km,11/2020,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,25.489
Opel,Grandland X,55.300 km,08/2020,Automatik,Benzin,96 kW (131 PS),7l/100km,152g CO2/km (WLTP,22.389
Renault,ZOE,49.700 km,10/2020,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (WLTP,10.448
Skoda,Karoq,34.578 km,07/2020,Manuell,Diesel,110 kW (150 PS),7l/100km,150g CO2/km (WLTP,28.789
Seat,Ibiza,51.000 km,08/2020,Manuell,Diesel,70 kW (95 PS),6l/100km,122g CO2/km (WLTP,17.289
Volkswagen,Tiguan,57.354 km,07/2020,Automatik,Diesel,176 kW (239 PS),8l/100km,204g CO2/km (WLTP,35.289
Seat,Leon,68.393 km,06/2020,Manuell,Diesel,85 kW (116 PS),9l/100km,128g CO2/km (WLTP,18.689
Volkswagen,Golf,55.077 km,09/2020,Manuell,Diesel,85 kW (116 PS),2l/100km,110g CO2/km (WLTP,20.289
Audi,A4,51.714 km,05/2020,Automatik,Diesel,140 kW (190 PS),4l/100km,142g CO2/km (WLTP,30.889
Volkswagen,T-Roc,39.121 km,08/2020,Automatik,Diesel,110 kW (150 PS),8l/100km,153g CO2/km (WLTP,27.689
Audi,A4,29.987 km,09/2020,Automatik,Diesel,140 kW (190 PS),4l/100km,142g CO2/km (WLTP,31.889
Volkswagen,T-Roc,13.990 km,08/2020,Manuell,Benzin,110 kW (150 PS),8l/100km,120g CO2/km (komb)*,25.689
Volkswagen,T-Roc,13.990 km,08/2020,Manuell,Benzin,110 kW (150 PS),8l/100km,120g CO2/km (komb)*,26.989
Skoda,Fabia,28.880 km,07/2020,Manuell,Benzin,70 kW (95 PS),5l/100km,125g CO2/km (WLTP,17.689
Volkswagen,T-Roc,37.225 km,06/2020,Automatik,Diesel,110 kW (150 PS),6l/100km,147g CO2/km (WLTP,26.689
Seat,Alhambra,29.061 km,02/2020,Automatik,Diesel,110 kW (150 PS),8l/100km,179g CO2/km (WLTP,34.989
Skoda,Fabia,24.643 km,06/2020,Manuell,Benzin,70 kW (95 PS),6l/100km,126g CO2/km (WLTP,17.689
Skoda,Fabia,27.179 km,08/2020,Manuell,Benzin,44 kW (60 PS),5l/100km,124g CO2/km (WLTP,15.289
Skoda,Karoq,52.536 km,09/2020,Manuell,Benzin,110 kW (150 PS),5l/100km,149g CO2/km (WLTP,25.689
Volkswagen,Tiguan,57.354 km,07/2020,Automatik,Diesel,176 kW (239 PS),8l/100km,204g CO2/km (WLTP,33.989
Audi,A3,48.128 km,08/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,122g CO2/km (WLTP,27.689
Skoda,Octavia,23.025 km,09/2020,Manuell,Benzin,110 kW (150 PS),7l/100km,130g CO2/km (WLTP,25.689
Volkswagen,T-Roc,35.839 km,07/2020,Manuell,Benzin,110 kW (150 PS),7l/100km,152g CO2/km (WLTP,24.289
Volkswagen,T-Roc,19.154 km,07/2020,Manuell,Benzin,110 kW (150 PS),2l/100km,141g CO2/km (WLTP,25.689
Skoda,Fabia,16.728 km,07/2020,Manuell,Benzin,44 kW (60 PS),9l/100km,134g CO2/km (WLTP,15.689
Volkswagen,T-Roc,39.717 km,09/2020,Manuell,Diesel,85 kW (116 PS),6l/100km,147g CO2/km (WLTP,24.689
Volkswagen,T-Roc,19.683 km,07/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,154g CO2/km (WLTP,28.789
Audi,A4,27.278 km,05/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,154g CO2/km (WLTP,29.789
Volkswagen,T-Roc,19.154 km,07/2020,Manuell,Benzin,110 kW (150 PS),2l/100km,141g CO2/km (WLTP,26.989
Renault,Megane,41.353 km,08/2020,Automatik,Benzin,117 kW (159 PS),0l/100km,151g CO2/km (WLTP,25.348
Hyundai,i30,36.396 km,09/2020,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,20.048
Opel,Insignia,49.497 km,03/2020,Manuell,Diesel,125 kW (170 PS),6l/100km,173g CO2/km (WLTP,24.289
Ford,SONSTIGE,77.500 km,01/2020,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,37.689
Ford,S-Max,90.848 km,10/2020,Automatik,Diesel,110 kW (150 PS),4l/100km,168g CO2/km (WLTP,25.089
Ford,Kuga,17.382 km,01/2020,Manuell,Benzin,110 kW (150 PS),8l/100km,177g CO2/km (WLTP,22.789
Renault,Twingo,15.830 km,11/2020,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (WLTP,13.748
Volkswagen,Golf,39.699 km,09/2020,Automatik,Benzin,110 kW (150 PS),6l/100km,136g CO2/km (WLTP,26.589
Ford,Focus,74.725 km,06/2020,Automatik,Benzin,92 kW (125 PS),5l/100km,147g CO2/km (WLTP,19.889
Audi,SONSTIGE,56.330 km,11/2020,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,36.589
Volkswagen,Passat Variant,74.873 km,10/2020,Automatik,Hybrid (Elektro / Benzin),115 kW (156 PS),8l/100km,85g CO2/km (komb)*,25.489
Volkswagen,Crafter,105.527 km,04/2020,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,50.089
Volkswagen,Golf,106.434 km,04/2020,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,18.489
Ford,Focus,60.000 km,12/2020,Automatik,Benzin,92 kW (125 PS),6l/100km,136g CO2/km (WLTP,19.989
Mercedes-Benz,B 150,33.800 km,09/2020,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,26.389
Hyundai,i10,89.400 km,11/2020,Manuell,Benzin,62 kW (84 PS),9l/100km,113g CO2/km (komb)*,13.048
Volkswagen,T6 Multivan,86.532 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,54.089
Seat,Alhambra,99.707 km,02/2020,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,31.189
Ford,Puma,27.883 km,10/2020,Automatik,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,23.989
Volkswagen,Crafter,83.683 km,07/2020,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,30.489
Volkswagen,Tiguan,47.867 km,12/2020,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,26.189
Volkswagen,T6 Kombi,75.830 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.889
Audi,A8,87.854 km,06/2020,Automatik,Hybrid (Elektro / Benzin),250 kW (340 PS),8l/100km,85g CO2/km (komb)*,52.089
Audi,Q3,105.146 km,04/2020,Automatik,Benzin,169 kW (230 PS),8l/100km,185g CO2/km (komb)*,33.589
Seat,Alhambra,53.202 km,11/2020,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,36.889
Volkswagen,T6 Multivan,82.429 km,09/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,52.089
